2026-02-09	00:00:00	48	23.1
2026-02-09	00:30:00	48.2	23.1
2026-02-09	01:00:00	48.3	23
2026-02-09	01:30:00	48.5	23
2026-02-09	02:00:00	48.6	23
2026-02-09	02:30:00	48.7	22.9
2026-02-09	03:00:00	48.8	22.8
2026-02-09	03:30:00	48.7	22.8
2026-02-09	04:00:00	48.7	22.7
2026-02-09	04:30:00	48.6	22.6
2026-02-09	05:00:00	48.4	22.6
2026-02-09	05:30:00	48.3	22.5
2026-02-09	06:00:00	48.1	22.5
2026-02-09	06:30:00	47.9	22.4
2026-02-09	07:00:00	47.7	22.4
2026-02-09	07:30:00	47.5	22.4
2026-02-09	08:00:00	47.4	22.4
2026-02-09	08:30:00	47.2	22.4
2026-02-09	09:00:00	47.2	22.4
2026-02-09	09:30:00	47.2	22.4
2026-02-09	10:00:00	47.2	22.5
2026-02-09	10:30:00	47.3	22.5
2026-02-09	11:00:00	47.4	22.6
2026-02-09	11:30:00	47.6	22.7
2026-02-09	12:00:00	47.7	22.7
2026-02-09	12:30:00	47.9	22.8
2026-02-09	13:00:00	48.1	22.9
2026-02-09	13:30:00	48.3	22.9
2026-02-09	14:00:00	48.5	23
2026-02-09	14:30:00	48.6	23
2026-02-09	15:00:00	48.7	23
2026-02-09	15:30:00	48.8	23.1
2026-02-09	16:00:00	48.8	23.1
2026-02-09	16:30:00	48.7	23
2026-02-09	17:00:00	48.6	23
2026-02-09	17:30:00	48.5	23
2026-02-09	18:00:00	48.3	22.9
2026-02-09	18:30:00	48.1	22.9
2026-02-09	19:00:00	47.9	22.8
2026-02-09	19:30:00	47.7	22.7
2026-02-09	20:00:00	47.5	22.7
2026-02-09	20:30:00	47.4	22.6
2026-02-09	21:00:00	47.3	22.5
2026-02-09	21:30:00	47.2	22.5
2026-02-09	22:00:00	47.2	22.4
2026-02-09	22:30:00	47.2	22.4
2026-02-09	23:00:00	47.3	22.4
2026-02-09	23:30:00	47.4	22.4
2026-02-10	00:00:00	48.3	23.1
2026-02-10	00:30:00	48.5	23.1
2026-02-10	01:00:00	48.7	23
2026-02-10	01:30:00	48.9	23
2026-02-10	02:00:00	49	23
2026-02-10	02:30:00	49.1	22.9
2026-02-10	03:00:00	49.1	22.8
2026-02-10	03:30:00	49.1	22.8
2026-02-10	04:00:00	49	22.7
2026-02-10	04:30:00	48.9	22.6
2026-02-10	05:00:00	48.8	22.6
2026-02-10	05:30:00	48.6	22.5
2026-02-10	06:00:00	48.4	22.5
2026-02-10	06:30:00	48.2	22.4
2026-02-10	07:00:00	48	22.4
2026-02-10	07:30:00	47.9	22.4
2026-02-10	08:00:00	47.7	22.4
2026-02-10	08:30:00	47.6	22.4
2026-02-10	09:00:00	47.5	22.4
2026-02-10	09:30:00	47.5	22.4
2026-02-10	10:00:00	47.5	22.5
2026-02-10	10:30:00	47.6	22.5
2026-02-10	11:00:00	47.7	22.6
2026-02-10	11:30:00	47.9	22.7
2026-02-10	12:00:00	48.1	22.7
2026-02-10	12:30:00	48.3	22.8
2026-02-10	13:00:00	48.5	22.9
2026-02-10	13:30:00	48.7	22.9
2026-02-10	14:00:00	48.8	23
2026-02-10	14:30:00	49	23
2026-02-10	15:00:00	49.1	23
2026-02-10	15:30:00	49.1	23.1
2026-02-10	16:00:00	49.1	23.1
2026-02-10	16:30:00	49	23
2026-02-10	17:00:00	48.9	23
2026-02-10	17:30:00	48.8	23
2026-02-10	18:00:00	48.6	22.9
2026-02-10	18:30:00	48.4	22.9
2026-02-10	19:00:00	48.2	22.8
2026-02-10	19:30:00	48.1	22.7
2026-02-10	20:00:00	47.9	22.7
2026-02-10	20:30:00	47.7	22.6
2026-02-10	21:00:00	47.6	22.5
2026-02-10	21:30:00	47.5	22.5
2026-02-10	22:00:00	47.5	22.4
2026-02-10	22:30:00	47.5	22.4
2026-02-10	23:00:00	47.6	22.4
2026-02-10	23:30:00	47.7	22.4
