2026-02-16	00:00:00	49.5	23.4
2026-02-16	00:30:00	49.7	23.4
2026-02-16	01:00:00	49.9	23.4
2026-02-16	01:30:00	50.1	23.3
2026-02-16	02:00:00	50.2	23.3
2026-02-16	02:30:00	50.3	23.2
2026-02-16	03:00:00	50.3	23.2
2026-02-16	03:30:00	50.3	23.1
2026-02-16	04:00:00	50.3	23
2026-02-16	04:30:00	50.2	23
2026-02-16	05:00:00	50	22.9
2026-02-16	05:30:00	49.8	22.8
2026-02-16	06:00:00	49.7	22.8
2026-02-16	06:30:00	49.5	22.7
2026-02-16	07:00:00	49.3	22.7
2026-02-16	07:30:00	49.1	22.7
2026-02-16	08:00:00	48.9	22.7
2026-02-16	08:30:00	48.8	22.7
2026-02-16	09:00:00	48.8	22.7
2026-02-16	09:30:00	48.7	22.8
2026-02-16	10:00:00	48.8	22.8
2026-02-16	10:30:00	48.9	22.9
2026-02-16	11:00:00	49	22.9
2026-02-16	11:30:00	49.1	23
2026-02-16	12:00:00	49.3	23.1
2026-02-16	12:30:00	49.5	23.1
2026-02-16	13:00:00	49.7	23.2
2026-02-16	13:30:00	49.9	23.3
2026-02-16	14:00:00	50.1	23.3
2026-02-16	14:30:00	50.2	23.3
2026-02-16	15:00:00	50.3	23.4
2026-02-16	15:30:00	50.3	23.4
2026-02-16	16:00:00	50.3	23.4
2026-02-16	16:30:00	50.3	23.4
2026-02-16	17:00:00	50.2	23.3
2026-02-16	17:30:00	50	23.3
2026-02-16	18:00:00	49.9	23.3
2026-02-16	18:30:00	49.7	23.2
2026-02-16	19:00:00	49.5	23.1
2026-02-16	19:30:00	49.3	23.1
2026-02-16	20:00:00	49.1	23
2026-02-16	20:30:00	49	22.9
2026-02-16	21:00:00	48.8	22.9
2026-02-16	21:30:00	48.8	22.8
2026-02-16	22:00:00	48.7	22.8
2026-02-16	22:30:00	48.8	22.7
2026-02-16	23:00:00	48.8	22.7
2026-02-16	23:30:00	49	22.7
2026-02-17	00:00:00	49.9	23.4
2026-02-17	00:30:00	50.1	23.4
2026-02-17	01:00:00	50.3	23.4
2026-02-17	01:30:00	50.4	23.3
2026-02-17	02:00:00	50.6	23.3
2026-02-17	02:30:00	50.6	23.2
2026-02-17	03:00:00	50.7	23.2
2026-02-17	03:30:00	50.7	23.1
2026-02-17	04:00:00	50.6	23
2026-02-17	04:30:00	50.5	23
2026-02-17	05:00:00	50.4	22.9
2026-02-17	05:30:00	50.2	22.8
2026-02-17	06:00:00	50	22.8
2026-02-17	06:30:00	49.8	22.7
2026-02-17	07:00:00	49.6	22.7
2026-02-17	07:30:00	49.4	22.7
2026-02-17	08:00:00	49.3	22.7
2026-02-17	08:30:00	49.2	22.7
2026-02-17	09:00:00	49.1	22.7
2026-02-17	09:30:00	49.1	22.8
2026-02-17	10:00:00	49.1	22.8
2026-02-17	10:30:00	49.2	22.9
2026-02-17	11:00:00	49.3	22.9
2026-02-17	11:30:00	49.5	23
2026-02-17	12:00:00	49.7	23.1
2026-02-17	12:30:00	49.9	23.1
2026-02-17	13:00:00	50.1	23.2
2026-02-17	13:30:00	50.3	23.3
2026-02-17	14:00:00	50.4	23.3
2026-02-17	14:30:00	50.5	23.3
2026-02-17	15:00:00	50.6	23.4
2026-02-17	15:30:00	50.7	23.4
2026-02-17	16:00:00	50.7	23.4
2026-02-17	16:30:00	50.6	23.4
2026-02-17	17:00:00	50.5	23.3
2026-02-17	17:30:00	50.4	23.3
2026-02-17	18:00:00	50.2	23.3
2026-02-17	18:30:00	50	23.2
2026-02-17	19:00:00	49.8	23.1
2026-02-17	19:30:00	49.6	23.1
2026-02-17	20:00:00	49.5	23
2026-02-17	20:30:00	49.3	22.9
2026-02-17	21:00:00	49.2	22.9
2026-02-17	21:30:00	49.1	22.8
2026-02-17	22:00:00	49.1	22.8
2026-02-17	22:30:00	49.1	22.7
2026-02-17	23:00:00	49.2	22.7
2026-02-17	23:30:00	49.3	22.7
2026-02-18	00:00:00	50.2	23.4
2026-02-18	00:30:00	50.4	23.4
2026-02-18	01:00:00	50.6	23.4
2026-02-18	01:30:00	50.8	23.3
2026-02-18	02:00:00	50.9	23.3
2026-02-18	02:30:00	51	23.2
2026-02-18	03:00:00	51	23.2
2026-02-18	03:30:00	51	23.1
2026-02-18	04:00:00	51	23
2026-02-18	04:30:00	50.9	23
2026-02-18	05:00:00	50.7	22.9
2026-02-18	05:30:00	50.5	22.8
2026-02-18	06:00:00	50.4	22.8
2026-02-18	06:30:00	50.2	22.7
2026-02-18	07:00:00	50	22.7
2026-02-18	07:30:00	49.8	22.7
2026-02-18	08:00:00	49.6	22.7
2026-02-18	08:30:00	49.5	22.7
2026-02-18	09:00:00	49.5	22.7
2026-02-18	09:30:00	49.4	22.8
2026-02-18	10:00:00	49.5	22.8
2026-02-18	10:30:00	49.6	22.9
2026-02-18	11:00:00	49.7	22.9
2026-02-18	11:30:00	49.8	23
2026-02-18	12:00:00	50	23.1
2026-02-18	12:30:00	50.2	23.1
2026-02-18	13:00:00	50.4	23.2
2026-02-18	13:30:00	50.6	23.3
2026-02-18	14:00:00	50.8	23.3
2026-02-18	14:30:00	50.9	23.3
2026-02-18	15:00:00	51	23.4
2026-02-18	15:30:00	51	23.4
2026-02-18	16:00:00	51	23.4
2026-02-18	16:30:00	51	23.4
2026-02-18	17:00:00	50.9	23.3
2026-02-18	17:30:00	50.7	23.3
2026-02-18	18:00:00	50.6	23.3
2026-02-18	18:30:00	50.4	23.2
2026-02-18	19:00:00	50.2	23.1
2026-02-18	19:30:00	50	23.1
2026-02-18	20:00:00	49.8	23
2026-02-18	20:30:00	49.7	22.9
2026-02-18	21:00:00	49.5	22.9
2026-02-18	21:30:00	49.5	22.8
2026-02-18	22:00:00	49.4	22.8
2026-02-18	22:30:00	49.5	22.7
2026-02-18	23:00:00	49.5	22.7
2026-02-18	23:30:00	49.7	22.7
2026-02-19	00:00:00	50.6	23.4
2026-02-19	00:30:00	50.8	23.4
2026-02-19	01:00:00	51	23.4
2026-02-19	01:30:00	51.1	23.3
2026-02-19	02:00:00	51.3	23.3
2026-02-19	02:30:00	51.3	23.2
2026-02-19	03:00:00	51.4	23.2
2026-02-19	03:30:00	51.4	23.1
2026-02-19	04:00:00	51.3	23
2026-02-19	04:30:00	51.2	23
2026-02-19	05:00:00	51.1	22.9
2026-02-19	05:30:00	50.9	22.8
2026-02-19	06:00:00	50.7	22.8
2026-02-19	06:30:00	50.5	22.7
2026-02-19	07:00:00	50.3	22.7
2026-02-19	07:30:00	50.1	22.7
2026-02-19	08:00:00	50	22.7
2026-02-19	08:30:00	49.9	22.7
2026-02-19	09:00:00	49.8	22.7
2026-02-19	09:30:00	49.8	22.8
2026-02-19	10:00:00	49.8	22.8
2026-02-19	10:30:00	49.9	22.9
2026-02-19	11:00:00	50	22.9
2026-02-19	11:30:00	50.2	23
2026-02-19	12:00:00	50.4	23.1
2026-02-19	12:30:00	50.6	23.1
2026-02-19	13:00:00	50.8	23.2
2026-02-19	13:30:00	51	23.3
2026-02-19	14:00:00	51.1	23.3
2026-02-19	14:30:00	51.2	23.3
2026-02-19	15:00:00	51.3	23.4
2026-02-19	15:30:00	51.4	23.4
2026-02-19	16:00:00	51.4	23.4
2026-02-19	16:30:00	51.3	23.4
2026-02-19	17:00:00	51.2	23.3
2026-02-19	17:30:00	51.1	23.3
2026-02-19	18:00:00	50.9	23.3
2026-02-19	18:30:00	50.7	23.2
2026-02-19	19:00:00	50.5	23.1
2026-02-19	19:30:00	50.3	23.1
2026-02-19	20:00:00	50.2	23
2026-02-19	20:30:00	50	22.9
2026-02-19	21:00:00	49.9	22.9
2026-02-19	21:30:00	49.8	22.8
2026-02-19	22:00:00	49.8	22.8
2026-02-19	22:30:00	49.8	22.7
2026-02-19	23:00:00	49.9	22.7
2026-02-19	23:30:00	50	22.7
2026-02-20	00:00:00	50.9	23.4
2026-02-20	00:30:00	51.1	23.4
2026-02-20	01:00:00	51.3	23.4
2026-02-20	01:30:00	51.5	23.3
2026-02-20	02:00:00	51.6	23.3
2026-02-20	02:30:00	51.7	23.2
2026-02-20	03:00:00	51.7	23.2
2026-02-20	03:30:00	51.7	23.1
2026-02-20	04:00:00	51.7	23
2026-02-20	04:30:00	51.6	23
2026-02-20	05:00:00	51.4	22.9
2026-02-20	05:30:00	51.2	22.8
2026-02-20	06:00:00	51.1	22.8
2026-02-20	06:30:00	50.9	22.7
2026-02-20	07:00:00	50.7	22.7
2026-02-20	07:30:00	50.5	22.7
2026-02-20	08:00:00	50.3	22.7
2026-02-20	08:30:00	50.2	22.7
2026-02-20	09:00:00	50.2	22.7
2026-02-20	09:30:00	50.1	22.8
2026-02-20	10:00:00	50.2	22.8
2026-02-20	10:30:00	50.3	22.9
2026-02-20	11:00:00	50.4	22.9
2026-02-20	11:30:00	50.5	23
2026-02-20	12:00:00	50.7	23.1
2026-02-20	12:30:00	50.9	23.1
2026-02-20	13:00:00	51.1	23.2
2026-02-20	13:30:00	51.3	23.3
2026-02-20	14:00:00	51.5	23.3
2026-02-20	14:30:00	51.6	23.3
2026-02-20	15:00:00	51.7	23.4
2026-02-20	15:30:00	51.7	23.4
2026-02-20	16:00:00	51.7	23.4
2026-02-20	16:30:00	51.7	23.4
2026-02-20	17:00:00	51.6	23.3
2026-02-20	17:30:00	51.4	23.3
2026-02-20	18:00:00	51.3	23.3
2026-02-20	18:30:00	51.1	23.2
2026-02-20	19:00:00	50.9	23.1
2026-02-20	19:30:00	50.7	23.1
2026-02-20	20:00:00	50.5	23
2026-02-20	20:30:00	50.4	22.9
2026-02-20	21:00:00	50.2	22.9
2026-02-20	21:30:00	50.2	22.8
2026-02-20	22:00:00	50.1	22.8
2026-02-20	22:30:00	50.2	22.7
2026-02-20	23:00:00	50.2	22.7
2026-02-20	23:30:00	50.4	22.7
