2025-12-29	00:00:00	44.1	22.1
2025-12-29	00:30:00	44.3	22.1
2025-12-29	01:00:00	44.5	22.1
2025-12-29	01:30:00	44.6	22
2025-12-29	02:00:00	44.8	22
2025-12-29	02:30:00	44.8	21.9
2025-12-29	03:00:00	44.9	21.9
2025-12-29	03:30:00	44.9	21.8
2025-12-29	04:00:00	44.8	21.7
2025-12-29	04:30:00	44.7	21.7
2025-12-29	05:00:00	44.6	21.6
2025-12-29	05:30:00	44.4	21.5
2025-12-29	06:00:00	44.2	21.5
2025-12-29	06:30:00	44	21.4
2025-12-29	07:00:00	43.8	21.4
2025-12-29	07:30:00	43.6	21.4
2025-12-29	08:00:00	43.5	21.4
2025-12-29	08:30:00	43.4	21.4
2025-12-29	09:00:00	43.3	21.4
2025-12-29	09:30:00	43.3	21.5
2025-12-29	10:00:00	43.3	21.5
2025-12-29	10:30:00	43.4	21.6
2025-12-29	11:00:00	43.5	21.6
2025-12-29	11:30:00	43.7	21.7
2025-12-29	12:00:00	43.9	21.8
2025-12-29	12:30:00	44.1	21.8
2025-12-29	13:00:00	44.3	21.9
2025-12-29	13:30:00	44.4	22
2025-12-29	14:00:00	44.6	22
2025-12-29	14:30:00	44.7	22
2025-12-29	15:00:00	44.8	22.1
2025-12-29	15:30:00	44.9	22.1
2025-12-29	16:00:00	44.9	22.1
2025-12-29	16:30:00	44.8	22.1
2025-12-29	17:00:00	44.7	22
2025-12-29	17:30:00	44.6	22
2025-12-29	18:00:00	44.4	21.9
2025-12-29	18:30:00	44.2	21.9
2025-12-29	19:00:00	44	21.8
2025-12-29	19:30:00	43.8	21.7
2025-12-29	20:00:00	43.6	21.7
2025-12-29	20:30:00	43.5	21.6
2025-12-29	21:00:00	43.4	21.5
2025-12-29	21:30:00	43.3	21.5
2025-12-29	22:00:00	43.3	21.4
2025-12-29	22:30:00	43.3	21.4
2025-12-29	23:00:00	43.4	21.4
2025-12-29	23:30:00	43.5	21.4
2025-12-30	00:00:00	44.4	22.1
2025-12-30	00:30:00	44.6	22.1
2025-12-30	01:00:00	44.8	22.1
2025-12-30	01:30:00	45	22
2025-12-30	02:00:00	45.1	22
2025-12-30	02:30:00	45.2	21.9
2025-12-30	03:00:00	45.2	21.9
2025-12-30	03:30:00	45.2	21.8
2025-12-30	04:00:00	45.2	21.7
2025-12-30	04:30:00	45.1	21.7
2025-12-30	05:00:00	44.9	21.6
2025-12-30	05:30:00	44.7	21.5
2025-12-30	06:00:00	44.5	21.5
2025-12-30	06:30:00	44.3	21.4
2025-12-30	07:00:00	44.1	21.4
2025-12-30	07:30:00	44	21.4
2025-12-30	08:00:00	43.8	21.4
2025-12-30	08:30:00	43.7	21.4
2025-12-30	09:00:00	43.6	21.4
2025-12-30	09:30:00	43.6	21.5
2025-12-30	10:00:00	43.7	21.5
2025-12-30	10:30:00	43.7	21.6
2025-12-30	11:00:00	43.9	21.6
2025-12-30	11:30:00	44	21.7
2025-12-30	12:00:00	44.2	21.8
2025-12-30	12:30:00	44.4	21.8
2025-12-30	13:00:00	44.6	21.9
2025-12-30	13:30:00	44.8	22
2025-12-30	14:00:00	45	22
2025-12-30	14:30:00	45.1	22
2025-12-30	15:00:00	45.2	22.1
2025-12-30	15:30:00	45.2	22.1
2025-12-30	16:00:00	45.2	22.1
2025-12-30	16:30:00	45.2	22.1
